#,Nombre Requisito,Fed - Estatal - Municipal,Ley - reglamento,Nombre,Artículo,Fracción y/o Inciso
0,No aplica,No disponible,No aplica,No aplica,No aplica,No aplica
145,"Menores de 0 a 6 años:
Carta del Pediatra, con las siguientes especificaciones:
 Fotografía del menor al costado cancelada por el sello que el Pediatra pondrá;
 Nombre completo de los padres;
 Nombre completo del menor;
 Tiempo que tiene atendiéndola a la familia;
 Copia anexa de la Cedula Profesional y firma del Pediatra (en caso de haber cambiado la firma, se agregará copia de la credencial de elector del profesionista);
 El Pediatra no puede ser familiar directo del menor.",Federal,Reglamento,Reglamento de pasaportes y del documento de identidad y viaje,14,No aplica
146,"Menores de 7 a 17 años
a) Comprobante de Estudios, puede presentar una de las siguientes opciones:
 Constancia escolar, con las siguientes especificaciones
 Fotografía al costado, con sello de la escuela;
 Firma del director;
 Nombre completo del Menor;
 Ciclo escolar que cursa actualmente
 con fotografía al costado con sello de la escuela, firma del director, nombre completo del menor, en que ciclo escolar cursa)
 Kardex con foto;
 Certificado de Primaria;
 Certificado de Secundaria;
 Credencial que expide la Universidad Autónoma de Nuevo León.",Federal,Reglamento,Reglamento de pasaportes y del documento de identidad y viaje,14,No aplica
147,"Menores de 7 a 17 años:
f) Comprobante de Estudios, puede presentar una de las siguientes opciones:
o Constancia escolar, con las siguientes especificaciones:
 Fotografía al costado, con sello de la escuela;
 Firma del director;
 Nombre completo del Menor;
 Ciclo escolar que cursa actualmente
 Kardex con foto;
 Certificado de Primaria;
 Certificado de Secundaria;
 Credencial que expide la Universidad Autónoma de Nuevo León;
 Pasaporte.",Federal,Reglamento,Reglamento de pasaportes y del documento de identidad y viaje,14,No aplica
148,Pasaporte.,Federal,Reglamento,Reglamento de pasaportes y del documento de identidad y viaje,14,No aplica
149,"Escrito dirigido a la Lic Ana Lucia Riojas Martínez, Secretaria del Ayuntamiento, en el que se especifique:
 Motivo o finalidad del evento
 Espacio que solicita
 Fecha y horario
 Tipo de infraestructura o equipo que se utilizará
 Teléfono para contactar a la persona interesada.",No disponible,No aplica,No aplica,No aplica,No aplica
150,"Presentar escrito con la descripción detallada del documento o información solicitada, y en caso de solicitar certificaciones o copias simples de los documentos consultados se requiere manifestarlo en la petición por escrito y el pago de los derechos por la reproducción de los documentos.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,21,IV
151,Comprobante del pago realizado.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,21,II
152,Presencial.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,21,ll
153,Solicitud por escrito dirigida al Director de Gobierno y Asuntos Políticos de la Secretaría del Ayuntamiento.,Estatal,Ley,Ley de Transparencia y Acceso a la Información Pública del Estado de Nuevo León,149,No aplica
154,"Escrito libre que contenga los datos:
I Nombre o, en su caso, los datos generales de su representante;
II Domicilio o medio para recibir notificaciones;
III La descripción de la información solicitada;
IV Cualquier otro dato que facilite su búsqueda y eventual localización.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,21,VIII y XIV
155,"Solicitud debidamente firmada por el solicitante que contenga:
I Nombre o, en su caso, los datos generales de su representante;
II Domicilio o medio para recibir notificaciones;
III La descripción de la información solicitada;
IV Cualquier otro dato que facilite su búsqueda y eventual localización;
V La modalidad en la que prefiere se otorgue el acceso a la información, la cual podrá ser verbal, siempre y cuando sea para fines de orientación, mediante consulta directa, mediante la expedición de copias simples o certificadas o la reproducción en cualquier otro medio, incluidos los electrónicos

En su caso, el solicitante señalará el formato accesible o la lengua indígena en la que se requiera la información de acuerdo a lo señalado en la Ley referida

La información de las fracciones I y IV será proporcionada por el solicitante de manera opcional y, en ningún caso, podrá ser un requisito indispensable para la procedencia de la solicitud
.",Estatal,Ley,Ley de Transparencia y Acceso a la Información Pública del Estado de Nuevo León,149,No aplica
156,"Escrituras de la propiedad o contrato de arrendamiento, según sea el caso.",Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",29,F
157,Escrito de solicitud debidamente llenado.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",29,No aplica
158,Registro Federal de Contribuyentes y Alta de Hacienda.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,I
159,"En caso de ser una persona física identificación con fotografía (INE, Pasaporte, Licencia de Conducir, FM2, vigente a la fecha de presentación de la solicitud) y demás documentos que acrediten su personalidad.",Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,II
160,En caso de ser una persona moral acta constitutiva con inscripción en el Registro Público de la Propiedad y demás documentos que acrediten su personalidad.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,III
161,"Constancia de zonificación del uso de suelo, la licencia de uso de suelo y la licencia de edificación, expedida por la Secretaría de Desarrollo Urbano Sostenible del Municipio de Monterrey
.",Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,IV
162,"Dictamen favorable de Protección Civil expedido por la autoridad Municipal o Estatal, según corresponda (liberación).",Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,VI
163,"Acreditar que el inmueble donde se está solicitando la autorización de la anuencia, no guarde adeudos generados por cualquier contribución municipal
.",Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,VII
164,Autorización sanitaria expedida por la Secretaría de Salud.,Municipal,Reglamento,"Reglamento que Regula a los Establecimientos de Venta, Expendio o Consumo de Bebidas Alcohólicas en el Municipio de Monterrey, Nuevo León.",30,VII
165,"Dictamen favorable expedido por Protección Civil municipal o estatal, según corresponda.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",7,No aplica
166,"Tratándose de Kermes, Juegos Mecánicos, Circos, Brigadas Médicas Asistenciales, Eventos Sociales o Familiares en vía pública, se requiere la Carta del Juez Auxiliar del Barrio o Colonia y la Anuencia de Vecinos (La cual contenga como mínimo 10 firmas con nombre y domicilio).",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",7,No aplica
167,Copia del RFC o alta en hacienda en su caso.,Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,I
168,"En caso de ser persona física: Credencial para votar con fotografía (INE/Pasaporte/Licencia de Conducir, vigente a la fecha) y demás poderes a fin de acreditar la personalidad que ostente.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,I
169,En caso de ser una persona moral: Acta Constitutiva y demás poderes a fin de acreditar la personalidad que ostente.,Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,I
170,"Entregar escrito dirigido al Titular de la Dirección de Inspección y Vigilancia, en el cual se detalle el evento o actividad a realizar, el lugar, fecha y hora del mismo, nombre, firma y teléfono del solicitante
En caso de que el evento o actividad a realizar maneje algún costo por entrada, deberá incluir en la solicitud el costo del boletaje, las localidades y número de presentaciones a realizar.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,I
171,"Constancia de NO adeudos, la cual deberá ser expedida por la Dirección de Ingresos Municipal a nombre de la persona o empresa que solicite el permiso.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,IX
172,"En caso de que el evento realice el cobro por la venta de boletaje, o bien, genere algún impuesto, adicionalmente deberá adjuntar Deposito de Fianza que garantice el pago del impuesto (El cual consiste en el 7% de la venta total del boletaje).",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,VIII
173,"Los Espectáculos y Diversiones que se realicen en las vías o lugares públicos deberán contar además con permiso de las Secretarías de Vialidad y Tránsito, Ecología, Servicios Públicos, según sea el caso.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,XI
174,"Los Espectáculos y Diversiones que se realicen tanto en lugares abiertos como cerrados, en donde se vayan a consumir bebidas alcohólicas o cerveza, deberán contar con la licencia o permiso correspondiente.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,XII
175,"Contrato de Arrendamiento ,o bien, permiso o autorización del lugar a utilizar.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,XIII
176,"En los eventos organizados por las asociaciones religiosas que se lleven a cabo en las vías o lugares públicos que cuenten con iglesia, templos o centros religiosos cercanos podrán contar con la anuencia de los establecimientos aludidos y de los vecinos como trámite para la autorización del permiso correspondiente.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,XIV
177,"Autorización expedida por la Dirección de Patrimonio, en caso de tratarse de un terreno o predio municipal.",Municipal,Reglamento,"Reglamento de Espectáculos Públicos para el Municipio de Monterrey, Nuevo León.",8,No aplica
178,Formato de solicitud de empleo.,No disponible,No aplica,No aplica,No aplica,No aplica
179,2 fotografías tamaño infantil.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,"I, II, III, IV, VII, XIII, XIV, XV, XX, XXII, XXIII."
180,Acta de nacimiento.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,"I, II, III, IV, VII, XIII, XIV, XV, XX, XXII, XXIII."
181,Identificación oficial con fotografía.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,"I, II, III, IV, VII, XIII, XIV, XV, XX, XXII, XXIII."
182,Solicitud de inscripción.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,"I, II, III, IV, VII, XIII, XIV, XV, XX, XXII, XXIII."
183,Adjuntar convocatoria o proyecto del evento.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,XIII
184,Copia de identificación del solicitante.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,XIII
185,Copia de identificación oficial del responsable del evento.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,XIII
186,"Para préstamo de instalaciones deportivas:
Escrito libre de solicitud
 Nombre del evento
 Fecha del evento
 Horario de inicio y término del evento
 Número de personas que asistirán al evento
 Nombre y teléfono de la persona responsable del evento.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,XIII
187,"Para solicitar apoyo para eventos:
 Escrito libre de solicitud
.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,129,XIII
188,"Formato o escrito libre que contenga los siguientes datos:
 Nombre completo y/o razón social
 Dirección completa
 Teléfono fijo y celular
 Evento a realizar
 Descripción de evento
 Público al que va dirigido
 Grupo solicitado
 Fecha y horario de presentación.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,XIV
189,"Formato o escrito libre que contenga los siguientes datos:
 Nombre completo y/o Razón Social
 Dirección completa
 Teléfono fijo y celular
 Evento a realizar
 Descripción de evento
 Público al que va dirigido
 Espacio solicitado
 Fecha y horario de presentación.",Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,124,XVII y XVIII
190,Copia de Acta de Nacimiento.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,X
191,Copia de Comprobante de Domicilio Reciente.,Municipal,Reglamento,Reglamento de la Administración Pública Municipal de Monterrey,128,X
